Unit_Number,Lease_or_Own,Status,Utilimarc_Class,Utilimarc_Category,Company_Code_Detail,Class_Code,Description,Unit_Make,Unit_Model,Unit_Year,Age,Unit_In_Service_Date,Unit_Disposal_Date,Unit_GVWR, Purchase_Price_Without_Tax ,Purchase_Price_With_Tax,Depreciated_Value,Lease_Cost,Interest_Cost,Depreciation_Cost,License_Cost,Mechanic_Labor_Cost,Vendor_Cost,Parts_Cost,Fuel_Cost,Other,Overhead_Cost,Total_Cost,Mechanic_Labor_Hours,Annual_Mileage,MRH,Fuel_Gallons,Fuel_Type,Drive_Type,Inservice_Over_Year,Take_home_vehicle,Total_Demand_Repair_Workorders,Total_Preventive_Maintenance_Workorders,Life to date mileage
BC014,2,1,99.3,POE,632,71500,BUILDING CRANE OREGON CITY SHOP,KONECRANE,CLX10,2017,2,1/1/2017,,,0,0,0,0,0,0,0,0,0,0,0,297.2,773.45,1070.65,0,0,17.73304996,0,,,1,0,0,0,0
BC015,2,1,99.3,POE,632,71500,BUILDING CRANE SALEM SHOP,KONECRANE,CLX10,2017,2,1/1/2017,,,0,0,0,0,0,0,0,507.68,0,280.21,0,297.2,773.45,1858.54,330,0,17.73304996,0,,,1,0,1,0,0
BC001,2,1,99.3,POE,632,71500,BUILDING CRANE TRUCK SHOP,KONECRANE,XN10200010,2011,8,1/1/2011,,,0,0,0,0,0,0,0,0,0,0,0,297.2,773.45,1070.65,0,0,17.73304996,0,,,1,0,0,0,0
BC002,2,1,99.3,POE,632,71500,BUILDING CRANE TRUCK SHOP,KONECRANE,XN10200016,2011,8,1/1/2011,,,0,0,0,0,0,0,0,0,0,0,0,297.2,773.45,1070.65,0,0,17.73304996,0,,,1,0,0,0,0
BC003,2,1,99.3,POE,632,71500,BUILDING CRANE TRUCK SHOP,KONECRANE,XN10200016,2011,8,1/1/2011,,,0,0,0,0,0,0,0,0,0,0,0,297.2,773.45,1070.65,0,0,17.73304996,0,,,1,0,0,0,0
BC006,2,1,99.3,POE,632,71500,BUILDING CRANE TRUCK SHOP,KONECRANE,XN05,2011,8,1/1/2011,,,0,0,0,0,0,0,0,0,0,0,0,297.2,773.45,1070.65,0,0,17.73304996,0,,,1,0,0,0,0
21918,2,1,42,POE,161,74600,COMPRESSOR TRUCK MOUNTED,Ingresol-Rand,P185WJDU,2001,18,12/1/2001,,,0,0,0,0,0,0,0,0,0,0,0,214.22,557.52,771.74,0,#N/A,12.78224627,0,,,1,0,0,0,0
21910,2,1,42,POE,329,74600,COMPRESSOR TRUCK MOUNTED,Ingresol-Rand,P185WJDU,2001,18,7/6/2001,,,13620,13620,0,0,0,0,0,92.31,0,20.89,0,214.22,557.52,884.93,60,0,12.78224627,0,,,1,0,0,1,28
12680,2,1,48,POE,216,70800,CONSTRUCTION ARTICULATINGLIFT,GENIE,Z34/22,2012,7,11/30/2015,,,39500,39500,11850,0,379.2,2517.46,0,1799.97,0,84.14,16.7,419.27,1091.15,6307.89,1170,0,25.01697257,6.11,,,1,0,1,8,0
27641,2,1,48,POE,632,70800,CONSTRUCTION ARTICULATINGLIFT,GENIE,Z30/20N,2007,12,3/20/2015,,,24500,24500,0,0,0,0,0,553.84,0,0,0,419.27,1091.15,2064.26,360,0,25.01697257,0,,,1,0,0,4,0
18926,2,1,43.1,POE,172,73000,CONSTRUCTION ATV,POLARIS,RANGER,2018,1,2/14/2018,,,19882,19882,17893.8,0,572.6,1267.14,0,438.45,0,47.46,16.04,187.02,486.73,3015.45,285,106,11.15924294,9.4,,,0,0,1,0,106
27902,2,1,43.2,POE,841,73000,CONSTRUCTION ATV,Honda,TRX500FGA,2007,12,3/7/3007,,,7278,7278,0,0,0,0,0,323.07,0,57.91,3.45,206.84,538.3,1129.57,210,109,12.34167169,1.56,,,1,0,0,1,1393
29906,2,1,43.2,POE,315,73400,CONSTRUCTION ATV,POLARIS,CAMO RZR,2009,10,7/30/2009,,,16616,16616,0,0,0,1058.99,0,923.06,0,609.24,0,206.84,538.3,3336.43,600,0,12.34167169,0,,,1,0,10,0,1149
25641,2,1,43.1,POE,172,73000,CONSTRUCTION ATV,POLARIS,RANGER,2005,14,1/1/2003,,,0,0,0,0,0,0,0,461.53,0,36.22,0,187.02,486.73,1171.5,300,0,11.15924294,0,,,1,0,0,1,0
23925,2,2,43.2,POE,172,73000,CONSTRUCTION ATV 4X4,POLARIS,RANGER,2003,16,1/1/2003,5/31/2018,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.34167169,0,,4,0,0,0,0,0
26624,2,1,30,POE,161,71600,CONSTRUCTION BACKHOE,John Deere,544J,2006,13,1/31/2006,,,125850,125850,16780,0,536.96,5347.22,0,0,0,0,391.17,647.31,1684.62,8607.27,0,0,38.62344401,176.76,,,1,0,0,0,421
28644,2,1,30,POE,329,71600,CONSTRUCTION BACKHOE,Case,580SM,2008,11,5/1/2008,,,56500,56500,15066.67,0,482.13,2400.62,0,1523.05,0,450.09,374.02,647.31,1684.62,7561.84,990,0,38.62344401,140.8,,,1,0,2,2,92
15612,2,1,30,POE,312,71600,CONSTRUCTION BACKHOE,John Deere,310SL,2015,4,11/29/2015,,,99309.42,99309.42,72826.91,0,2330.46,4219.54,0,803.06,0,8.43,196.25,647.31,1684.62,9889.68,522,170,38.62344401,69.7,,,1,0,8,4,170
98605,2,1,30,POE,206,71600,CONSTRUCTION BACKHOE,John Deere,310SE,1998,21,2/17/1998,,,0,0,0,0,0,0,0,738.45,0,38.51,127.57,647.31,1684.62,3236.45,480,0,38.62344401,47.5,,,1,0,6,1,3707
97602,2,1,30,POE,312,71600,CONSTRUCTION BACKHOE,John Deere,310E,1997,22,3/26/1997,,,0,0,0,0,0,0,0,2769.19,0,747.03,117.88,647.31,1684.62,5966.02,1800,0,38.62344401,41,,,1,0,8,2,2
15606,2,1,30,POE,161,71600,CONSTRUCTION BACKHOE,John Deere,310SK,2015,4,8/7/2015,,,119773,119773,87833.53,0,2810.67,5089.01,0,784.6,0,166.46,67.39,647.31,1684.62,11250.07,510,87,38.62344401,30.45,,,1,0,1,3,290
98604,2,1,30,POE,329,71600,CONSTRUCTION BACKHOE,John Deere,310SE,1998,21,3/5/1998,,,0,0,0,0,0,0,0,1753.82,237.18,885.3,70.12,647.31,1684.62,5278.34,1140,#N/A,38.62344401,24.6,,,1,0,13,1,3541
25619,2,1,30,POE,305,71600,CONSTRUCTION BACKHOE,Case,590SM,2005,14,7/15/2005,,,59600,59600,3973.33,0,127.15,2532.33,0,323.07,2494.14,94.36,52.45,647.31,1684.62,7955.43,210,0,38.62344401,20.1,,,1,0,5,0,914
26629,2,1,30,POE,305,71600,CONSTRUCTION BACKHOE,Case,590SM,2006,13,4/28/2006,,,62512,62512,8334.93,0,266.72,2656.06,0,2861.49,0,341.96,40.48,647.31,1684.62,8498.64,1860,0,38.62344401,14.5,,,1,0,19,1,421
26626,2,1,30,POE,206,71600,CONSTRUCTION BACKHOE,John Deere,310SG,2006,13,3/29/2006,,,79575,79575,10610,0,339.52,3381.05,0,599.99,0,0,0,647.31,1684.62,6652.48,390,0,38.62344401,0,,,1,0,5,0,1086
29657,2,1,30,POE,206,71600,CONSTRUCTION BACKHOE,John Deere,310SJ,2009,10,5/8/2009,,,90650,90650,30216.67,0,966.93,3851.61,0,507.68,0,31.5,0,647.31,1684.62,7689.66,330,0,38.62344401,0,,,1,0,1,1,0
B108,2,1,99,Other,842,79000,CONSTRUCTION BOAT,L&J,GEMINI 20W,2007,12,2/28/2008,,,0,0,0,0,0,0,0,369.22,0,106.67,593.99,298.91,777.92,2146.72,240,0,17.83553308,268.77,,,1,0,2,0,79
B112,2,1,99,Other,121,79000,CONSTRUCTION BOAT,L&J,BOAT,1997,22,1/1/1997,,,0,0,0,0,0,0,0,0,0,0,87.91,298.91,777.92,1164.75,0,0,17.83553308,73.6,,,1,0,0,0,0
B147,2,1,99,Other,172,79000,CONSTRUCTION BOAT,LOWE,U180C,2016,3,4/21/2016,,,15898,15898,11128.6,0,356.12,1013.23,0,0,0,0,0,298.91,777.92,2446.18,0,0,17.83553308,0,,,1,0,0,0,0
B148,2,1,99,Other,172,79000,CONSTRUCTION BOAT,LOWE,U180C,2016,3,4/25/2016,,,15898,15898,11128.6,0,356.12,1013.23,0,0,0,0,0,298.91,777.92,2446.18,0,0,17.83553308,0,,,1,0,0,0,0
B149,2,1,99,Other,172,79000,CONSTRUCTION BOAT,LOWE,U182FC,2016,3,4/21/2016,,,15898,15898,11128.6,0,356.12,1013.23,0,0,0,0,0,298.91,777.92,2446.18,0,0,17.83553308,0,,,1,0,0,0,0
B150,2,1,99,Other,172,79000,CONSTRUCTION BOAT,LOWE,U182FC,2016,3,5/3/2016,,,9687.21,9687.21,6781.05,0,216.99,617.4,0,0,0,0,0,298.91,777.92,1911.23,0,0,17.83553308,0,,,1,0,0,0,0
10662,2,1,48,POE,73,70600,CONSTRUCTION BOOMLIFT,JLG,600S,2010,9,4/20/2010,,,94191,94191,9419.1,0,301.41,6003.1,0,1938.43,2536.05,18.58,237.63,419.27,1091.15,12545.62,1260,0,25.01697257,106.8,,,1,0,7,4,0
11666,2,1,48,POE,216,70600,CONSTRUCTION BOOMLIFT,GENIE,Z45/25,2011,8,9/2/2011,,,56225,56225,11245,0,359.84,3583.4,0,1938.43,0,349.13,37.09,419.27,1091.15,7778.31,1260,0,25.01697257,15,,,1,0,13,9,0
11667,2,1,48,POE,216,70600,CONSTRUCTION BOOMLIFT,GENIE,Z45/25,2011,8,9/2/2011,,,56225,56225,11245,0,359.84,3583.4,0,2630.73,0,244.48,28.18,419.27,1091.15,8357.04,1710,0,25.01697257,10,,,1,0,5,9,0
16936,2,1,48,POE,88,70600,CONSTRUCTION BOOMLIFT,GENIE,Z60/37J,2016,3,10/19/2016,,,91473.5,91473.5,64031.45,0,2049.01,5829.9,0,0,0,0,0,419.27,1091.15,9389.33,0,0,25.01697257,0,,,1,0,0,0,0
16935,2,1,48,POE,88,70600,CONSTRUCTION BOOMLIFT,GENIE,Z30/20N,2016,3,10/19/2016,,,47186.72,47186.72,33030.7,0,1056.98,3007.36,0,0,0,0,0,419.27,1091.15,5574.77,0,0,25.01697257,0,,,1,0,0,0,0
29600,2,1,48,POE,92,70600,CONSTRUCTION BOOMLIFT,GENIE,Z60/34,2009,10,7/1/2015,,,42000,42000,0,0,0,2676.8,0,0,0,0,0,419.27,1091.15,4187.22,0,0,25.01697257,0,,,1,0,0,0,1452
23916,2,1,49,POE,312,72500,CONSTRUCTION CART HIGH LINE,Honda,GCAE157822,2003,16,1/1/2003,,,0,0,0,0,0,0,0,0,0,0,0,323.9,842.94,1166.83,0,0,19.32615327,0,,,1,0,0,0,0
23917,2,1,49,POE,312,72500,CONSTRUCTION CART HIGH LINE,Honda,GCAE164446,2003,16,1/1/2003,,,0,0,0,0,0,0,0,0,0,0,0,323.9,842.94,1166.83,0,0,19.32615327,0,,,1,0,0,0,0
23918,2,1,49,POE,312,72500,CONSTRUCTION CART HIGH LINE,Honda,GCAE157823,2003,16,1/1/2003,,,0,0,0,0,0,0,0,0,0,0,0,323.9,842.94,1166.83,0,0,19.32615327,0,,,1,0,0,0,0
23919,2,1,49,POE,312,72500,CONSTRUCTION CART HIGH LINE,Honda,GCAE164448,2003,16,1/1/2003,,,0,0,0,0,0,0,0,0,0,0,0,323.9,842.94,1166.83,0,0,19.32615327,0,,,1,0,0,0,0
23920,2,1,49,POE,312,72500,CONSTRUCTION CART HIGH LINE,Honda,GCAE164450,2003,16,1/1/2003,,,0,0,0,0,0,0,0,0,0,0,0,323.9,842.94,1166.83,0,0,19.32615327,0,,,1,0,0,0,0
23921,2,1,49,POE,312,72500,CONSTRUCTION CART HIGH LINE,Honda,GCAE157822,2003,16,1/1/2003,,,0,0,0,0,0,0,0,0,0,0,0,323.9,842.94,1166.83,0,0,19.32615327,0,,,1,0,0,0,0
23922,2,1,49,POE,312,72500,CONSTRUCTION CART HIGH LINE,Honda,GCAE157747,2003,16,1/1/2003,,,0,0,0,0,0,0,0,0,0,0,0,323.9,842.94,1166.83,0,0,19.32615327,0,,,1,0,0,0,0
23923,2,1,49,POE,312,72500,CONSTRUCTION CART HIGH LINE,Honda,GC02785833,2003,16,1/1/2003,,,0,0,0,0,0,0,0,0,0,0,0,323.9,842.94,1166.83,0,0,19.32615327,0,,,1,0,0,0,0
23924,2,1,49,POE,312,72500,CONSTRUCTION CART HIGH LINE,Honda,GCAE157763,2003,16,1/1/2003,,,0,0,0,0,0,0,0,0,0,0,0,323.9,842.94,1166.83,0,0,19.32615327,0,,,1,0,0,0,0
2569,2,1,32,POE,329,71400,CONSTRUCTION DOZER,John Deere,650G,1994,25,12/23/1994,,,98840,98840,0,0,0,0,0,1892.28,24249.87,4.06,99.3,954.07,2482.95,29682.52,1230,0,56.92705277,36.1,,,1,0,7,2,2304
15601,2,1,35.1,POE,329,72000,CONSTRUCTION EXCAVATOR,John Deere,35D,2015,4,6/11/2015,,,46698,46698,28018.8,0,896.6,2976.21,0,1430.75,0,405.23,198.15,342.25,890.71,7139.9,930,0,20.42146999,74,,,1,0,8,4,0
26625,2,1,35.2,POE,161,72000,CONSTRUCTION EXCAVATOR,John Deere,120C,2006,13,1/31/2006,,,127026,127026,0,0,0,0,0,1292.29,0,244.31,117.96,580.32,1510.27,3745.14,840,0,34.62627198,53.3,,,1,0,1,1,456
14686,2,1,35.1,POE,161,72000,CONSTRUCTION EXCAVATOR,John Deere,50G,2014,5,6/2/2014,,,80898,80898,40449,0,1294.37,5155.89,0,738.45,0,237.94,81.37,342.25,890.71,8740.98,480,0,20.42146999,36.77,,,1,0,0,4,0
25620,2,1,35.1,POE,312,72000,CONSTRUCTION EXCAVATOR,Bobcat,334G,#N/A,14,8/1/2005,,,40341,40341,0,0,0,0,0,830.76,0,625.74,70.95,342.25,890.71,2760.41,540,0,20.42146999,25.5,,,1,0,10,0,2
16610,2,1,35.1,POE,305,72000,CONSTRUCTION EXCAVATOR,John Deere,50G,2016,3,7/27/2016,,,94618.74,94618.74,66233.12,0,2119.46,6030.36,0,923.06,0,0,53.73,342.25,890.71,10359.57,600,0,20.42146999,19.3,,,1,0,6,4,0
10664,2,1,35.1,POE,312,72000,CONSTRUCTION EXCAVATOR,Bobcat,335,2010,9,4/27/2010,,,39627,39627,3962.7,0,126.81,2525.56,0,2307.66,0,34.12,43.84,342.25,890.71,6270.94,1500,0,20.42146999,15.6,,,1,0,10,1,0
29656,2,1,35.1,POE,206,72000,CONSTRUCTION EXCAVATOR,Bobcat,435AG,2009,10,4/24/2009,,,0,0,0,0,0,0,0,4984.54,0,1173.5,14.38,342.25,890.71,7405.38,3240,3395,20.42146999,5,,,1,0,9,1,3395
15618,2,1,35.1,POE,312,72000,CONSTRUCTION EXCAVATOR,John Deere,60G,2015,4,12/28/2015,,,79212.07,79212.07,47527.24,0,1520.87,5048.44,0,1753.82,0,423.49,8.72,342.25,890.71,9988.31,1140,0,20.42146999,3.1,,,1,0,6,2,0
12673,2,1,35.1,POE,206,72000,CONSTRUCTION EXCAVATOR,Bobcat,E50,2012,7,7/3/2012,,,80999,80999,24299.7,0,777.59,5162.33,0,1107.67,0,14.11,0,342.25,890.71,8294.67,720,0,20.42146999,0,,,1,0,6,0,0
25617,2,1,35.1,POE,206,72000,CONSTRUCTION EXCAVATOR,Ingresol-Rand,341G,2005,14,5/9/2005,,,68946,68946,0,0,0,0,0,784.6,0,35.8,0,342.25,890.71,2053.37,510,0,20.42146999,0,,,1,0,5,1,1252
16930,2,1,49,POE,613,70100,CONSTRUCTION FORKLIFT,TOYOTA LIFT,8FGU25,2016,3,4/18/2016,,,29270,29270,24879.5,0,796.14,932.74,0,0,0,0,1240.96,323.9,842.94,4136.67,0,0,19.32615327,491.8,,,1,0,0,0,0
14690,2,1,49,POE,615,70100,CONSTRUCTION FORKLIFT,TOYOTA LIFT,4FD100,2014,5,12/18/2014,,,137124,137124,102843,0,3290.98,4369.68,0,0,0,0,158.21,323.9,842.94,8985.7,0,0,19.32615327,59.3,,,1,0,0,0,0
13682,2,1,49,POE,614,70100,CONSTRUCTION FORKLIFT,TOYOTA LIFT,7FGKU40,2013,6,9/20/2013,,,45081,45081,31556.7,0,1009.81,1436.58,0,0,0,0,0,323.9,842.94,3613.23,0,0,19.32615327,0,,,1,0,0,0,0
17625,2,1,49,POE,466,70101,CONSTRUCTION FORKLIFT,TOYOTA LIFT,8FBE20U,2017,2,2/8/2018,,,34986,34986,31487.4,0,1007.6,1114.89,0,0,0,0,0,323.9,842.94,3289.32,0,0,19.32615327,0,,,0,0,0,0,0
14600,2,1,49,POE,466,70100,CONSTRUCTION FORKLIFT,TOYOTA LIFT,7FBEU20,2015,4,4/7/2015,,,29336,29336,23468.8,0,751,934.84,0,0,0,0,0,323.9,842.94,2852.67,0,0,19.32615327,0,,,1,0,0,0,0
13696,2,1,49,POE,614,70101,CONSTRUCTION FORKLIFT,TOYOTA LIFT,ELEC FORK,2007,12,1/9/2014,,,31445,31445,12578,0,402.5,1002.05,0,0,0,0,0,323.9,842.94,2571.37,0,0,19.32615327,0,,,1,0,0,0,0
14691,2,1,49,POE,615,70100,CONSTRUCTION FORKLIFT,TOYOTA LIFT,8FGU25,2009,10,3/4/2014,,,17700,17700,8850,0,283.2,564.04,0,0,0,0,0,323.9,842.94,2014.07,0,0,19.32615327,0,,,1,0,0,0,0
96605,2,1,49,POE,613,70101,CONSTRUCTION FORKLIFT,HYS,E50A,1996,23,1/1/1996,,,15000,15000,0,0,0,0,0,0,0,0,0,323.9,842.94,1166.83,0,0,19.32615327,0,,,1,0,0,0,0
18930,2,1,99.2,POE,172,72300,CONSTRUCTION FRONT LOADER,Toro,TX1000,2018,1,11/16/2018,,,29748,29748,26773.2,0,856.74,1895.94,0,184.61,0,41.85,0,308.01,801.58,4088.73,120,0,18.37798312,0,,,0,0,1,0,0
16903,2,1,99.2,POE,172,72300,CONSTRUCTION FRONT LOADER,Toro,TX1000,2016,3,4/19/2016,,,28574.41,28574.41,20002.09,0,640.07,1821.14,0,0,0,0,0,308.01,801.58,3570.79,0,0,18.37798312,0,,,1,0,0,0,0
15699,2,1,50,POE,161,71800,CONSTRUCTION GRADER,John Deere,672G,2015,4,6/3/2015,,,257268.48,257268.48,205814.78,0,6586.07,8198.28,0,415.38,0,743,162.25,995.91,2591.84,19692.73,270,0,59.42354277,73.31,,,1,0,1,0,0
29907,2,1,99.2,POE,161,75600,CONSTRUCTION LAWN MOWER,John Deere,X300,2009,10,1/1/2009,,,0,0,0,0,0,0,0,738.45,0,112.53,25.04,308.01,801.58,1985.6,480,0,18.37798312,11.33,,,1,0,2,1,0
20912,2,1,99.2,POE,161,75600,CONSTRUCTION LAWN MOWER,John Deere,LX266,2000,19,1/1/2000,,,0,0,0,0,0,0,0,184.61,0,10.36,23.3,308.01,801.58,1327.86,120,0,18.37798312,10.55,,,1,0,0,1,0
16905,2,1,99.2,POE,172,75600,CONSTRUCTION LAWN MOWER,John Deere,Z950M,2016,3,5/5/2016,,,9850,9850,6895,0,220.64,627.77,0,0,0,0,0,308.01,801.58,1958,0,0,18.37798312,0,,,1,0,0,0,0
12915,2,1,99.2,POE,172,75600,CONSTRUCTION LAWN MOWER,John Deere,Z645,2012,7,1/23/2013,,,5075,5075,1522.5,0,48.72,323.45,0,0,0,0,0,308.01,801.58,1481.75,0,0,18.37798312,0,,,1,0,0,0,0
26928,2,1,99.2,POE,172,75600,CONSTRUCTION LAWNMOWER,John Deere,LX280,2006,13,1/1/2006,,,0,0,0,0,0,0,0,1015.37,0,215.68,0,308.01,801.58,2340.64,660,#N/A,18.37798312,0,,,1,0,1,2,0
18925,2,1,99.2,POE,172,75600,CONSTRUCTION LAWNMOWER,FERRIS,IS2100Z,2018,1,3/8/2018,,,10375,10375,9337.5,0,298.8,661.23,0,1707.67,0,432,0,308.01,801.58,4209.29,1110,0,18.37798312,0,,,0,0,1,0,0
18627,2,1,31.1,POE,206,75200,CONSTRUCTION MINI SKID STEER,Ditchwitch,SK800,#N/A,1,9/10/2018,,,30312.04,30312.04,28291.24,0,905.32,1287.92,0,276.92,0,91.42,0,318.01,827.61,3707.2,180,0,18.97479086,0,,,0,0,3,0,0
16901,2,1,48,POE,161,72700,CONSTRUCTION ORDER PICKER,JLG,20MSP,#N/A,6,1/1/2013,,,0,0,0,0,0,0,0,1199.98,0,0,0,419.27,1091.15,2710.4,780,0,25.01697257,0,,,1,0,0,13,0
12917,2,1,49,POE,613,72700,CONSTRUCTION ORDER PICKER,CROWN,WAV50-118,#N/A,7,8/1/2016,,,10900,10900,7085,0,226.72,347.35,0,0,0,0,0,323.9,842.94,1740.9,0,0,19.32615327,0,,,1,0,0,0,0
14687,2,1,99.2,POE,305,74400,CONSTRUCTION POLE SETTER,SDP MANUFACTURI,EZH5500,2014,5,5/15/2014,,,150534,150534,75267,0,2408.54,9594.02,0,4753.77,0,43.2,0,308.01,801.58,17909.12,3090,#N/A,18.37798312,0,,,1,0,10,23,0
23610,2,1,99.2,POE,312,74400,CONSTRUCTION POLE SETTER,SDP,EZH22H,2003,16,7/24/2003,,,2558,2558,0,0,0,0,0,3332.25,0,1211.86,0,308.01,801.58,5653.7,2166,0,18.37798312,0,,,1,0,6,11,141
13693,2,1,48,POE,785,70900,CONSTRUCTION RUNABOUTLIFT,GENIE,GR210,2013,6,12/31/2013,,,12750,12750,5100,0,163.2,812.6,0,230.77,0,0,0,419.27,1091.15,2716.99,150,0,25.01697257,0,,,1,0,0,2,0
15925,2,1,99.2,POE,161,72400,CONSTRUCTION SALT/GRAVEL SPEADER,MONROE,MD120-50-38,#N/A,10,12/1/2009,,,0,0,0,0,0,0,0,646.14,0,86.38,0,308.01,801.58,1842.11,420,0,18.37798312,0,,,1,0,2,0,0
27634,2,1,48,POE,73,71101,CONSTRUCTION SCISSORLIFT,JLG,1930 ES,2007,12,1/4/2007,,,10100,10100,0,0,0,0,0,323.07,0,0,0,419.27,1091.15,1833.49,210,0,25.01697257,0,,,1,0,2,1,0
13681,2,1,48,POE,614,71101,CONSTRUCTION SCISSORLIFT,JLG,1932RS,2013,6,6/4/2013,,,10365,10365,4146,0,132.67,660.6,0,138.46,0,0,0,419.27,1091.15,2442.15,90,0,25.01697257,0,,,1,0,0,1,0
18626,2,1,31.2,POE,312,75000,CONSTRUCTION SKID STEER,John Deere,333G,2018,1,8/20/2018,,,75819.99,75819.99,70765.32,0,2264.49,3221.5,0,784.6,0,347.92,104.33,538.51,1401.47,8662.82,510,0,32.13174742,37.83,,,0,0,4,1,0
17624,2,1,31.2,POE,305,75000,CONSTRUCTION SKIDSTEER,John Deere,323E,2017,2,5/3/2017,,,67807.69,67807.69,58766.66,0,1880.53,2881.07,0,1661.51,0,32.15,216.93,538.51,1401.47,8612.18,1080,0,32.13174742,79.8,,,1,0,8,4,0
2512,2,2,34.1,POE,312,75100,CONSTRUCTION SKIDSTEER,Bobcat,2400,1988,31,11/1/1989,11/2/2018,,0,0,0,0,0,0,0,1661.51,0,0,120.56,0,0,1782.07,1080,0,32.45825606,43.91,,,0,0,11,0,1674
27633,2,1,31.2,POE,161,75100,CONSTRUCTION SKIDSTEER,Bobcat,S250,2007,12,3/7/2007,,,44801,44801,8960.2,0,286.73,1903.54,0,646.14,0,90.17,79.77,538.51,1401.47,4946.33,420,0,32.13174742,36.05,,,1,0,1,1,161
16608,2,1,31.2,POE,206,75000,CONSTRUCTION SKIDSTEER,John Deere,323E,2015,4,10/21/2015,,,71845.94,71845.94,52687.02,0,1685.98,3052.65,0,2446.12,0,234.01,67.27,538.51,1401.47,9426.01,1590,900,32.13174742,23.4,,,1,0,12,3,900
96906,2,1,31.2,POE,312,75100,CONSTRUCTION SKIDSTEER,Bobcat,873,1996,23,6/5/1997,,,0,0,0,0,0,0,0,553.84,0,26.15,26.24,538.51,1401.47,2546.22,360,0,32.13174742,10.5,,,1,0,0,5,0
16609,2,1,31.2,POE,206,75000,CONSTRUCTION SKIDSTEER,John Deere,323E,2015,4,10/21/2015,,,71845.94,71845.94,52687.02,0,1685.98,3052.65,0,507.68,0,99.95,0,538.51,1401.47,7286.25,330,424,32.13174742,0,,,1,0,2,2,424
97907,2,1,31.2,POE,329,75100,CONSTRUCTION SKIDSTEER,Bobcat,743SSL,#N/A,22,7/1/1997,,,0,0,0,0,0,0,0,599.99,31.39,21.7,0,538.51,1401.47,2593.06,390,0,32.13174742,0,,,1,0,7,1,3401
14603,2,1,31.2,POE,92,75100,CONSTRUCTION SKID-STEER,Bobcat,S650,2014,5,4/22/2015,,,86236.7,86236.7,57491.13,0,1839.72,3664.1,0,0,0,0,0,538.51,1401.47,7443.79,0,0,32.13174742,0,,,1,0,0,0,0
29649,2,1,25,POE,312,73800,CONSTRUCTION SNO-CAT,SNO-CAT,2000BXL-26,2009,10,7/14/2008,,,142466.24,142466.24,47488.75,0,1519.64,6053.22,0,5769.14,0,8139.95,10.99,604.04,1572,23668.98,3750,85,36.04156678,4.4,,,1,0,18,1,1615
2567,2,1,25,POE,329,74000,CONSTRUCTION SNOWMOBILE,MUSK,SNOWMOBILE,1978,41,5/1/1978,,,0,0,0,0,0,0,0,415.38,0,32.52,0,604.04,1572,2623.93,270,0,36.04156678,0,,,1,0,1,2,0
12670,2,1,48,POE,216,70700,CONSTRUCTION TELEHANDLER,GEHL,RS6-34,2012,7,3/23/2018,,,40900,40900,12270,0,392.64,2606.69,0,3553.79,3933.17,393.35,0,419.27,1091.15,12390.06,2310,0,25.01697257,0,,,0,0,12,7,0
16937,2,1,48,POE,88,70700,CONSTRUCTION TELEHANDLER,JLG,1055,2016,3,11/30/2016,,,129694.83,129694.83,90786.38,0,2905.16,8265.87,0,0,0,0,0,419.27,1091.15,12681.46,0,0,25.01697257,0,,,1,0,0,0,0
27604,2,1,48,POE,92,70700,CONSTRUCTION TELEHANDLER,GEHL,RS842,2007,12,6/24/2015,,,44607,44607,0,0,0,0,0,0,0,0,0,419.27,1091.15,1510.42,0,0,25.01697257,0,,,1,0,0,0,0
16623,2,1,99.2,POE,73,73400,CONSTRUCTION UV,Bobcat,5600,#N/A,3,12/9/2016,,,61627,61627,43138.9,0,1380.44,3927.69,0,1846.12,0,363.82,0,308.01,801.58,8627.67,1200,0,18.37798312,0,,,1,0,3,1,0
13917,2,1,43.2,POE,172,73400,CONSTRUCTION UV,John Deere,GATOR CX,2013,6,2/12/2014,,,5078.36,5078.36,2031.34,0,65,323.66,0,0,0,0,0,206.84,538.3,1133.8,0,#N/A,12.34167169,0,,,1,0,0,0,0
13916,2,1,43.2,POE,305,73400,CONSTRUCTION UV,John Deere,GATOR XUV,2013,6,1/6/2014,,,15308.6,15308.6,6123.44,0,195.95,975.67,0,138.46,0,0,0,206.84,538.3,2055.22,90,28,12.34167169,0,,,1,0,0,1,293
16904,2,1,43.2,POE,329,73400,CONSTRUCTION UV,Kubota,RTV1140,2016,3,11/16/2016,,,19114,19114,13379.8,0,428.15,1218.2,0,461.53,0,35.65,0,206.84,538.3,2888.68,300,3,12.34167169,0,,,1,0,4,1,88
21901,2,1,43.2,POE,172,73401,CONSTRUCTION UV,John Deere,GATOR TE,2001,18,1/1/2001,,,0,0,0,0,0,0,0,830.76,0,1092.89,0,206.84,538.3,2668.78,540,0,12.34167169,0,,,1,0,4,1,0
28911,2,1,43.2,POE,312,73400,CONSTRUCTION UV,Kubota,RTV900,2008,11,12/8/2008,,,12512,12512,0,0,0,0,0,599.99,0,70.5,0,206.84,538.3,1415.63,390,0,12.34167169,0,,,1,0,2,2,0
